pays,poids1,nou1,v0t1,t12022,r36b,q27_i2,q27_i22,q27_i31,q27_i32,q27_i8,q27_i14,q27_i23,q31bv15_i4
1,2.0818298,99.0,1.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.6180302,99.0,1.0,11.0,9.0,2.0,2.0,,2.0,3.0,2.0,3.0,2.0
1,0.6430206,7.0,1.0,11.0,9.0,2.0,2.0,1.0,4.0,2.0,2.0,,2.0
1,0.6811193,8.0,1.0,10.0,9.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0
1,0.7013212,8.0,1.0,7.0,5.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0
1,0.7271173,8.0,1.0,11.0,9.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0
1,0.7488986,6.0,1.0,11.0,9.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0
1,0.7713608,8.0,1.0,11.0,9.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0
1,0.8886903,5.0,1.0,12.0,6.0,2.0,4.0,3.0,,2.0,3.0,3.0,2.0
1,0.9659143,5.0,1.0,7.0,5.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0
1,1.0326415,9.0,1.0,10.0,9.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0
1,1.0682031,2.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0
1,1.5564791,99.0,3.0,,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0
1,1.6488858,5.0,1.0,13.0,12.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0
1,0.5824129,8.0,1.0,9.0,8.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0
1,0.6760542,10.0,1.0,11.0,9.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0
1,0.6775172,5.0,1.0,11.0,9.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0
1,0.6654083,6.0,1.0,11.0,9.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.8865932,10.0,1.0,11.0,9.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
1,1.0213389,10.0,1.0,10.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0
1,1.0508454,8.0,1.0,11.0,9.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0
1,1.1603534,4.0,1.0,4.0,3.0,,3.0,,3.0,4.0,2.0,3.0,2.0
1,0.6754971,8.0,1.0,11.0,,1.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0
1,0.8259254,7.0,1.0,5.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0
1,1.9765334,99.0,3.0,,,3.0,3.0,1.0,,2.0,4.0,3.0,3.0
1,0.8017414,2.0,1.0,11.0,9.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0
1,0.9402513,,1.0,11.0,9.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0
1,0.7016021,8.0,1.0,11.0,9.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0
1,0.7275466,99.0,1.0,10.0,8.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0
1,0.4682705,5.0,1.0,11.0,9.0,,,,,,,,3.0
1,1.1952909,4.0,1.0,7.0,5.0,2.0,2.0,1.0,,4.0,1.0,3.0,1.0
1,0.5456576,5.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0
1,0.5562341,9.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0
1,0.6069376,8.0,1.0,11.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0
1,0.6782275,5.0,1.0,12.0,6.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0
1,0.7024629,,1.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0
1,0.7377022,8.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,,1.0,2.0,2.0
1,0.7706105,8.0,1.0,11.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0
1,0.8041921,8.0,1.0,8.0,7.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0
1,0.8738487,10.0,1.0,11.0,,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0
1,0.8852636,7.0,1.0,7.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0
1,0.8943083,7.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0
1,0.8943083,8.0,1.0,11.0,9.0,1.0,,1.0,4.0,2.0,2.0,,
1,0.9577805,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0
1,1.0587866,3.0,1.0,7.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,
1,1.12551,5.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0
1,1.3874097,,1.0,,,,3.0,4.0,3.0,,3.0,,1.0
1,1.528589,5.0,1.0,13.0,12.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0
1,0.5856237,6.0,1.0,11.0,9.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
1,0.8203402,99.0,1.0,8.0,8.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0
1,1.0625029,8.0,1.0,11.0,9.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0
1,1.1236655,5.0,1.0,10.0,9.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
1,1.2847247,2.0,1.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0
1,0.4442548,1.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0
1,0.6028033,8.0,1.0,11.0,9.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0
1,0.6547221,10.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0
1,0.7379729,8.0,1.0,11.0,9.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0
1,0.7384642,7.0,1.0,8.0,7.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0
1,0.8077018,9.0,1.0,12.0,6.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0
1,0.8139498,8.0,1.0,10.0,9.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0
1,0.9226057,99.0,2.0,,,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0
1,1.0913,99.0,2.0,,,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0
1,1.0994807,,,,12.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0
1,1.6658565,2.0,3.0,,,3.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0
1,0.3217971,1.0,1.0,2.0,2.0,,2.0,4.0,2.0,2.0,1.0,1.0,1.0
1,0.4016145,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0
1,0.4083388,5.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0
1,0.4525155,5.0,1.0,11.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
1,0.4682705,99.0,1.0,11.0,9.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0
1,0.4820196,8.0,1.0,8.0,7.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0
1,0.5210895,8.0,1.0,11.0,,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0
1,0.551807,,1.0,11.0,12.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0
1,0.583186,2.0,1.0,6.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0
1,0.6834093,99.0,1.0,8.0,8.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0
1,0.7016021,4.0,1.0,11.0,4.0,2.0,3.0,,2.0,4.0,3.0,2.0,2.0
1,0.7274851,3.0,1.0,11.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0
1,0.7281322,10.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0
1,0.7355139,99.0,1.0,11.0,9.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0
1,0.7538801,9.0,1.0,11.0,9.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0
1,0.7736063,8.0,1.0,11.0,8.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0
1,0.7996897,4.0,1.0,7.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0
1,0.851108,2.0,1.0,5.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0
1,0.8554127,99.0,1.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.8554787,9.0,1.0,7.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
1,0.8984404,10.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0
1,0.9022064,99.0,1.0,7.0,5.0,2.0,,2.0,3.0,3.0,2.0,3.0,1.0
1,0.9334159,8.0,1.0,7.0,5.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0
1,0.9432011,8.0,1.0,12.0,9.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0
1,0.9936169,99.0,1.0,11.0,9.0,2.0,2.0,2.0,3.0,,2.0,2.0,3.0
1,1.0210193,99.0,1.0,7.0,5.0,1.0,2.0,1.0,2.0,,2.0,,1.0
1,1.0670817,4.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0
1,1.3021113,5.0,3.0,,,,3.0,2.0,3.0,4.0,,,2.0
1,1.3652338,99.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1,1.4258759,6.0,1.0,7.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0
1,1.4855344,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0
1,1.5722375,99.0,,,,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0
1,1.6790215,99.0,3.0,,,1.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0
1,1.7013382,5.0,3.0,,12.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0
1,1.7409042,5.0,3.0,,,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0
1,1.9206836,4.0,3.0,,,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0
1,1.9335334,5.0,1.0,13.0,12.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0
1,2.0568757,99.0,1.0,13.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0
1,2.2020769,5.0,1.0,13.0,12.0,2.0,2.0,2.0,,2.0,2.0,,2.0
1,0.9031501,0.0,1.0,7.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0
1,1.1748767,2.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0
1,0.5782257,8.0,1.0,8.0,7.0,,,2.0,4.0,1.0,,4.0,1.0
1,0.6411927,6.0,1.0,12.0,6.0,2.0,2.0,3.0,2.0,3.0,1.0,,4.0
1,0.7854585,10.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0
1,0.8304725,10.0,1.0,11.0,9.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0
1,1.0319844,9.0,1.0,11.0,9.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0
1,1.5925714,99.0,1.0,13.0,12.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0
1,1.9560816,8.0,,,9.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0
1,0.4551518,8.0,1.0,8.0,12.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
1,0.4553131,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0
1,0.7283497,8.0,1.0,11.0,9.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0
1,0.7403492,5.0,1.0,11.0,9.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0
1,0.9227717,7.0,1.0,7.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0
1,1.0798303,2.0,3.0,,12.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0
1,1.1074364,8.0,1.0,10.0,7.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0
1,1.1897936,4.0,1.0,7.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0
1,1.7303994,5.0,3.0,,,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0
1,2.2162585,99.0,3.0,,,2.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0
1,0.7854585,9.0,1.0,11.0,9.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
1,0.9297665,99.0,1.0,7.0,5.0,1.0,1.0,1.0,,3.0,2.0,3.0,2.0
1,1.0058243,99.0,1.0,7.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
1,1.149812,5.0,1.0,7.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0
1,1.2285594,99.0,1.0,7.0,5.0,,4.0,,,2.0,3.0,3.0,1.0
1,1.3383332,99.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0
1,2.0470111,99.0,1.0,13.0,12.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0
1,2.2777295,99.0,3.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
1,2.0696642,99.0,3.0,,5.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0
1,0.7244698,5.0,1.0,10.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
1,1.0943929,6.0,1.0,7.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,,2.0
1,1.1684388,99.0,1.0,7.0,5.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0
1,1.0429891,10.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,,2.0
1,0.6121778,99.0,1.0,9.0,8.0,2.0,,2.0,,,2.0,,
1,0.7630218,7.0,1.0,7.0,5.0,,,,,,,,
1,0.7774521,5.0,1.0,12.0,6.0,,1.0,,,3.0,,2.0,1.0
1,0.7774521,5.0,1.0,12.0,6.0,,2.0,,,4.0,4.0,2.0,2.0
1,1.4314042,2.0,1.0,4.0,4.0,3.0,4.0,,2.0,3.0,3.0,,2.0
1,1.0891771,8.0,1.0,7.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0
1,0.5866166,9.0,1.0,11.0,9.0,2.0,,,,3.0,2.0,2.0,1.0
1,0.636293,9.0,1.0,11.0,9.0,2.0,2.0,3.0,3.0,2.0,,3.0,2.0
1,2.67116,4.0,1.0,,,,,,,,,,2.0
1,0.5716478,6.0,1.0,8.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0
1,0.5895081,2.0,1.0,3.0,4.0,,4.0,3.0,,4.0,4.0,2.0,1.0
1,0.6337792,7.0,1.0,7.0,5.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0
1,0.7854585,99.0,1.0,11.0,9.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0
1,1.0254383,99.0,1.0,4.0,,4.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0
1,1.0990375,99.0,1.0,7.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0
1,1.4619654,2.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0
1,1.9708564,5.0,3.0,,,3.0,1.0,4.0,3.0,4.0,2.0,3.0,1.0
1,2.604018,99.0,3.0,,,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0
1,0.8710465,99.0,1.0,7.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0
1,0.8735071,6.0,1.0,10.0,7.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0
1,1.0449791,4.0,1.0,7.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0
1,1.1072105,99.0,2.0,,,1.0,4.0,1.0,,1.0,1.0,4.0,3.0
1,1.2278892,6.0,1.0,7.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0
1,0.4386223,2.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0
1,0.8554787,3.0,1.0,7.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,3.0
1,1.0849646,3.0,1.0,4.0,3.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,3.0
1,0.5079693,8.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0
1,0.5202804,5.0,1.0,9.0,,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0
1,0.6002358,2.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0
1,0.6111988,8.0,1.0,8.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0
1,0.6506544,7.0,1.0,11.0,9.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0
1,0.6547221,7.0,1.0,11.0,9.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0
1,0.7536356,3.0,1.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0
1,0.8211185,9.0,1.0,10.0,,1.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0
1,0.8693745,5.0,1.0,7.0,5.0,4.0,4.0,4.0,,4.0,3.0,4.0,2.0
1,0.9165586,99.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0
1,1.0619529,4.0,1.0,7.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0
1,1.1507037,4.0,1.0,7.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0
1,1.3008858,2.0,1.0,14.0,13.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0
1,1.4601742,5.0,1.0,13.0,,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0
1,1.5018202,5.0,3.0,,,,,,,,,2.0,2.0
1,1.6522049,3.0,1.0,4.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0
1,2.6465034,99.0,1.0,13.0,12.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0
1,2.9037867,4.0,1.0,13.0,12.0,2.0,4.0,,2.0,2.0,3.0,3.0,2.0
1,0.5562341,10.0,1.0,11.0,9.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0
1,0.5902957,7.0,1.0,7.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0
1,0.5979794,9.0,1.0,11.0,9.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0
1,0.6219257,3.0,1.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0
1,0.6255326,2.0,1.0,6.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
1,0.7116315,9.0,1.0,11.0,9.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0
1,0.7521601,6.0,1.0,6.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0
1,0.8643128,6.0,1.0,8.0,7.0,2.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0
1,0.8710465,5.0,1.0,7.0,5.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0
1,0.8710465,9.0,1.0,7.0,7.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0
1,0.9013733,3.0,1.0,7.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0
1,0.9013733,5.0,1.0,7.0,5.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0
1,0.9825811,3.0,1.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0
1,1.0262234,5.0,1.0,7.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0
1,1.0321429,5.0,1.0,7.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0
1,1.0619529,7.0,1.0,7.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0
1,1.1269757,10.0,2.0,,,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0
1,1.1795293,6.0,1.0,7.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0
1,1.2767082,5.0,1.0,6.0,3.0,,2.0,,,,2.0,2.0,2.0
1,1.4856491,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
1,2.0878644,7.0,3.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1.3126419,5.0,2.0,,,3.0,3.0,4.0,2.0,3.0,2.0,3.0,
1,0.370281,4.0,1.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0
1,0.4013788,3.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0
1,0.603691,5.0,1.0,8.0,5.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0
1,0.6654083,8.0,1.0,11.0,9.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0
1,0.8128055,10.0,1.0,11.0,9.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0
1,0.8852636,6.0,1.0,7.0,5.0,,1.0,3.0,,3.0,1.0,2.0,2.0
1,0.9958045,6.0,1.0,6.0,8.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0
1,1.0965536,8.0,1.0,7.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0
1,0.3956808,8.0,1.0,8.0,7.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0
1,0.4653724,5.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0
1,0.4695147,7.0,1.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
1,0.4898935,5.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,4.0,,
1,0.506631,4.0,1.0,3.0,5.0,3.0,4.0,3.0,,4.0,,,1.0
1,0.5434815,99.0,1.0,6.0,12.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0
1,0.6006603,3.0,1.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0
1,0.6103464,8.0,1.0,8.0,7.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0
1,0.6251305,3.0,1.0,3.0,4.0,3.0,4.0,,,,3.0,2.0,1.0
1,0.684319,5.0,1.0,12.0,6.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0
1,0.6905374,10.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0
1,0.7059311,5.0,1.0,7.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0
1,0.7508383,3.0,1.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0
1,0.7508383,2.0,1.0,5.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0
1,0.7645019,3.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0
1,0.7812341,8.0,1.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.8101364,6.0,1.0,7.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0,1.0
1,0.8372062,2.0,1.0,5.0,13.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0
1,0.8376346,10.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0
1,0.8554127,3.0,1.0,7.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,,1.0
1,0.8554787,4.0,1.0,7.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0
1,0.8554787,5.0,1.0,7.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0
1,0.8710465,6.0,1.0,7.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0
1,0.8825558,99.0,1.0,7.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
1,0.8942392,9.0,1.0,11.0,9.0,2.0,1.0,2.0,4.0,4.0,1.0,4.0,3.0
1,0.8994269,6.0,1.0,7.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0
1,0.9013733,99.0,1.0,7.0,5.0,,4.0,3.0,,3.0,,2.0,2.0
1,0.9013733,8.0,1.0,7.0,5.0,2.0,3.0,2.0,,3.0,2.0,3.0,2.0
1,0.9136499,99.0,1.0,7.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0
1,0.9186954,7.0,1.0,7.0,5.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0
1,0.9483662,7.0,1.0,7.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0
1,0.9547276,7.0,2.0,,,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0
1,0.9641821,99.0,1.0,7.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0
1,0.9775807,5.0,1.0,7.0,5.0,2.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0
1,0.9785325,5.0,1.0,7.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0
1,0.9926738,8.0,1.0,7.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0
1,0.9936169,10.0,1.0,11.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
1,0.9963396,9.0,1.0,7.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
1,1.0068241,5.0,1.0,7.0,5.0,,4.0,3.0,,,3.0,,2.0
1,1.0369008,7.0,1.0,8.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0
1,1.0591471,5.0,1.0,7.0,5.0,2.0,3.0,1.0,,3.0,3.0,2.0,3.0
1,1.0995657,5.0,1.0,13.0,12.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0
1,1.1143944,8.0,1.0,7.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1.1197339,99.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0
1,1.1810558,99.0,3.0,,9.0,1.0,2.0,1.0,3.0,3.0,1.0,,2.0
1,1.1897018,6.0,1.0,7.0,5.0,2.0,3.0,2.0,,2.0,2.0,3.0,3.0
1,1.2163889,2.0,1.0,6.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
1,1.2171366,7.0,1.0,7.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0
1,1.2171366,3.0,1.0,7.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0
